,ATE
0,-0.4444444444444442
1,0.0
2,0.4444444444444442
3,-0.33333333333333304
4,-0.8888888888888893
5,0.666666666666667
6,1.0
7,-1.5555555555555554
8,0.33333333333333304
9,2.222222222222222
10,1.1111111111111107
11,0.33333333333333304
12,-0.8888888888888888
13,-1.0
14,-0.11111111111111072
15,-0.11111111111111116
16,-0.1111111111111116
17,1.5555555555555554
18,1.7777777777777777
19,-0.8888888888888893
20,-0.22222222222222232
21,-0.8888888888888893
22,-1.4444444444444446
23,-0.7777777777777781
24,-0.3333333333333339
25,0.4444444444444442
26,0.22222222222222232
27,-0.3333333333333339
28,-1.5555555555555554
29,1.8888888888888888
30,-0.8888888888888884
31,-0.7777777777777777
32,-1.333333333333333
33,0.3333333333333335
34,0.8888888888888884
35,-2.666666666666666
36,1.7777777777777777
37,-1.5555555555555558
38,-0.666666666666667
39,1.333333333333334
40,-0.5555555555555558
41,0.33333333333333304
42,1.2222222222222223
43,0.33333333333333304
44,-0.666666666666667
45,1.3333333333333335
46,-0.6666666666666661
47,0.0
48,0.666666666666667
49,-0.666666666666667
50,0.0
51,0.5555555555555554
52,0.7777777777777777
53,-0.44444444444444464
54,2.0
55,0.11111111111111072
56,0.22222222222222232
57,1.4444444444444446
58,1.6666666666666665
59,0.0
60,0.8888888888888893
61,-0.11111111111111116
62,1.0000000000000004
63,1.5555555555555554
64,-0.1111111111111116
65,1.1111111111111112
66,-0.11111111111111116
67,0.5555555555555558
68,0.22222222222222232
69,0.11111111111111116
70,-0.3333333333333339
71,-1.333333333333333
72,0.7777777777777772
73,1.9999999999999996
74,-1.1111111111111112
75,0.9999999999999996
76,0.11111111111111072
77,-0.7777777777777777
78,-2.2222222222222223
79,2.333333333333333
80,-1.8888888888888888
81,1.1111111111111112
82,1.4444444444444442
83,-0.8888888888888884
84,1.8888888888888884
85,-1.1111111111111107
86,0.11111111111111116
87,-2.111111111111111
88,-1.2222222222222223
89,-0.666666666666667
90,0.44444444444444464
91,0.7777777777777772
92,-0.6666666666666665
93,-1.1111111111111107
94,2.333333333333333
95,-1.1111111111111107
96,0.7777777777777777
97,-0.11111111111111072
98,0.5555555555555554
99,-1.5555555555555554
100,0.666666666666667
101,-2.111111111111111
102,-1.1111111111111107
103,-1.2222222222222223
104,0.7777777777777786
105,2.444444444444444
106,-0.8888888888888893
107,0.5555555555555554
108,-0.22222222222222232
109,-1.0
110,1.333333333333334
111,0.7777777777777777
112,-0.44444444444444464
113,0.3333333333333335
114,-0.6666666666666665
115,0.0
116,-0.33333333333333304
117,-0.666666666666667
118,-0.5555555555555554
119,1.0
120,0.5555555555555554
121,-0.22222222222222232
122,0.4444444444444442
123,1.2222222222222223
124,-2.2222222222222223
125,-2.111111111111111
126,1.666666666666667
127,-0.11111111111111072
128,-1.1111111111111112
129,0.6666666666666661
130,0.44444444444444464
131,0.666666666666667
132,-0.11111111111111116
133,1.7777777777777777
134,-1.4444444444444446
135,2.2222222222222223
136,-0.22222222222222188
137,-0.666666666666667
138,1.0
139,-1.1111111111111116
140,-1.2222222222222219
141,-2.111111111111111
142,-0.22222222222222232
143,0.3333333333333339
144,-0.5555555555555562
145,1.8888888888888884
146,-0.7777777777777777
147,0.22222222222222232
148,0.44444444444444375
149,1.8888888888888888
150,1.8888888888888893
151,-1.4444444444444446
152,1.2222222222222223
153,0.5555555555555554
154,-0.8888888888888893
155,0.0
156,-0.5555555555555554
157,-0.22222222222222232
158,1.0
159,-0.22222222222222232
160,-0.5555555555555554
161,2.1111111111111107
162,0.33333333333333304
163,0.666666666666667
164,0.8888888888888888
165,-0.11111111111111116
166,-0.5555555555555554
167,0.3333333333333339
168,0.44444444444444464
169,-0.22222222222222232
170,0.7777777777777777
171,-1.2222222222222219
172,-0.1111111111111116
173,0.22222222222222188
174,1.3333333333333335
175,0.7777777777777777
176,-1.666666666666666
177,-1.5555555555555554
178,-0.1111111111111116
179,-0.6666666666666665
180,0.0
181,2.8888888888888893
182,0.1111111111111116
183,0.44444444444444464
184,1.6666666666666665
185,-0.5555555555555554
186,-2.2222222222222223
187,-1.0000000000000004
188,-0.666666666666667
189,0.0
190,-1.5555555555555554
191,0.5555555555555554
192,-0.5555555555555554
193,1.3333333333333335
194,0.3333333333333339
195,-0.11111111111111072
196,-0.44444444444444464
197,-0.6666666666666661
198,1.0
199,1.5555555555555554
200,-0.4444444444444442
201,0.0
202,0.3333333333333335
203,1.5555555555555558
204,-0.8888888888888893
205,0.44444444444444464
206,-0.44444444444444464
207,1.2222222222222219
208,-0.22222222222222188
209,2.0
210,-1.1111111111111112
211,0.0
212,0.5555555555555554
213,0.22222222222222232
214,0.7777777777777772
215,-1.0000000000000004
216,1.5555555555555554
217,1.333333333333334
218,-1.1111111111111116
219,-0.666666666666667
220,-1.0
221,-1.5555555555555554
222,-0.44444444444444464
223,-0.33333333333333304
224,-1.333333333333333
225,1.4444444444444442
226,1.0000000000000004
227,0.33333333333333304
228,0.8888888888888888
229,0.3333333333333339
230,0.7777777777777777
231,-1.666666666666667
232,0.4444444444444442
233,0.11111111111111116
234,-0.22222222222222232
235,0.5555555555555558
236,-2.6666666666666665
237,0.0
238,-3.0
239,-2.1111111111111107
240,0.22222222222222232
241,-0.11111111111111072
242,-2.111111111111111
243,0.4444444444444442
244,-0.7777777777777777
245,-1.2222222222222228
246,2.0000000000000004
247,-0.22222222222222188
248,0.1111111111111116
249,-1.1111111111111107
250,0.5555555555555554
251,0.44444444444444464
252,-0.5555555555555554
253,1.0
254,-0.33333333333333304
255,2.888888888888889
256,1.4444444444444446
257,0.5555555555555554
258,1.666666666666667
259,0.666666666666667
260,0.7777777777777777
261,1.1111111111111112
262,-0.1111111111111116
263,0.7777777777777777
264,-0.44444444444444464
265,-1.7777777777777781
266,-0.8888888888888888
267,0.1111111111111116
268,-1.2222222222222223
269,-1.333333333333333
270,0.5555555555555554
271,0.22222222222222232
272,-0.5555555555555554
273,0.8888888888888884
274,-0.5555555555555558
275,0.33333333333333304
276,0.44444444444444464
277,0.5555555555555554
278,-0.8888888888888893
279,0.0
280,-0.22222222222222232
281,0.4444444444444442
282,-2.0000000000000004
283,1.0
284,-0.44444444444444464
285,1.0
286,1.333333333333334
287,0.44444444444444464
288,-1.0
289,0.33333333333333304
290,-0.3333333333333339
291,-1.1111111111111112
292,0.7777777777777777
293,-2.222222222222222
294,3.3333333333333335
295,0.6666666666666665
296,-1.8888888888888884
297,0.5555555555555554
298,1.666666666666667
299,-0.5555555555555554
300,1.2222222222222219
301,0.44444444444444464
302,-1.5555555555555558
303,0.3333333333333339
304,-1.7777777777777777
305,1.2222222222222219
306,1.3333333333333335
307,-0.44444444444444464
308,-2.0
309,-0.22222222222222232
310,1.2222222222222219
311,0.22222222222222232
312,-0.33333333333333304
313,0.8888888888888884
314,-0.7777777777777781
315,0.0
316,-0.5555555555555554
317,-0.3333333333333335
318,-2.3333333333333335
319,-1.5555555555555554
320,1.666666666666667
321,-0.7777777777777777
322,0.7777777777777777
323,0.666666666666667
324,1.333333333333334
325,-1.1111111111111112
326,0.0
327,0.33333333333333304
328,-1.6666666666666665
329,0.22222222222222232
330,-1.2222222222222223
331,1.666666666666667
332,-0.22222222222222232
333,-0.6666666666666661
334,0.5555555555555554
335,1.4444444444444446
336,0.11111111111111116
337,-0.33333333333333304
338,0.22222222222222188
339,1.5555555555555554
340,-0.6666666666666665
341,-0.11111111111111116
342,2.2222222222222223
343,0.22222222222222232
344,0.5555555555555562
345,-0.7777777777777777
346,-0.8888888888888893
347,0.1111111111111116
348,0.22222222222222188
349,2.0
350,0.8888888888888884
351,1.5555555555555558
352,-1.0
353,0.5555555555555554
354,-1.333333333333334
355,0.33333333333333304
356,1.2222222222222223
357,0.22222222222222188
358,-0.44444444444444464
359,-2.2222222222222223
360,2.0
361,-1.1111111111111107
362,1.1111111111111112
363,-2.333333333333334
364,0.666666666666667
365,-0.5555555555555558
366,-1.2222222222222228
367,0.11111111111111072
368,1.333333333333333
369,-1.1111111111111112
370,0.7777777777777777
371,0.22222222222222232
372,-0.5555555555555554
373,0.22222222222222232
374,-1.0
375,1.2222222222222223
376,-1.666666666666667
377,-0.5555555555555554
378,1.2222222222222223
379,2.666666666666667
380,-0.1111111111111116
381,-0.3333333333333335
382,3.0
383,1.333333333333333
384,-1.0
385,0.666666666666667
386,-0.11111111111111072
387,0.0
388,-0.5555555555555554
389,-0.7777777777777777
390,0.6666666666666665
391,1.5555555555555562
392,0.33333333333333304
393,-2.3333333333333335
394,1.666666666666667
395,-0.6666666666666665
396,0.6666666666666665
397,-2.111111111111111
398,0.8888888888888893
399,-1.4444444444444442
400,0.3333333333333335
401,0.22222222222222232
402,0.22222222222222232
403,2.1111111111111107
404,1.666666666666666
405,-1.0
406,1.7777777777777777
407,1.4444444444444446
408,0.8888888888888893
409,1.4444444444444446
410,-0.44444444444444464
411,-0.8888888888888888
412,1.1111111111111116
413,0.22222222222222232
414,-0.22222222222222232
415,-1.4444444444444446
416,-0.3333333333333335
417,-0.22222222222222232
418,-1.1111111111111107
419,-0.7777777777777777
420,-1.7777777777777777
421,1.4444444444444442
422,0.11111111111111072
423,-0.3333333333333339
